id,title,slug,url,published_at,tags,page_views_count,public_reactions_count,comments_count,reading_time_minutes,total_views,total_reactions,top_referrers,collected_at
3960057,"Detecting Which AI Chat Platform You're On: URL and DOM Patterns for ChatGPT, Claude, Gemini, and Copilot","detecting-which-ai-chat-platform-youre-on-url-and-dom-patterns-for-chatgpt-claude-gemini-and-3fkp","https://dev.to/ktg0215/detecting-which-ai-chat-platform-youre-on-url-and-dom-patterns-for-chatgpt-claude-gemini-and-3fkp","2026-06-30T16:25:30.693Z","",14,1,0,4,{"total":14,"average_read_time_in_seconds":484,"total_read_time_in_seconds":6776},{"total":1,"like":1,"readinglist":0,"unicorn":0,"exploding_head":0,"raised_hands":0,"fire":0,"unique_reactors":1},"google.com(10), (4)","2026-07-06"
3960056,"Maintaining State Across Separate Screenshots: How Procshot Sequences Steps Automatically","maintaining-state-across-separate-screenshots-how-procshot-sequences-steps-automatically-10k7","https://dev.to/ktg0215/maintaining-state-across-separate-screenshots-how-procshot-sequences-steps-automatically-10k7","2026-06-29T16:54:52.515Z","",11,0,0,4,{"total":11,"average_read_time_in_seconds":15,"total_read_time_in_seconds":165},{"total":0,"like":0,"readinglist":0,"unicorn":0,"exploding_head":0,"raised_hands":0,"fire":0,"unique_reactors":0},"(11)","2026-07-06"
3960053,"How to Detect Which Font Is Actually Rendering in a Browser (Not Just the CSS Stack)","how-to-detect-which-font-is-actually-rendering-in-a-browser-not-just-the-css-stack-12cd","https://dev.to/ktg0215/how-to-detect-which-font-is-actually-rendering-in-a-browser-not-just-the-css-stack-12cd","2026-06-27T15:17:35.963Z","",53,2,1,4,{"total":53,"average_read_time_in_seconds":317,"total_read_time_in_seconds":16801},{"total":2,"like":2,"readinglist":0,"unicorn":0,"exploding_head":0,"raised_hands":0,"fire":0,"unique_reactors":2},"(31), duckduckgo.com(10), google.com(10), dev.to(2)","2026-07-06"
3960033,"Scraping Prices Without an API: Chrome Content Script Patterns for Japanese E-Commerce","scraping-prices-without-an-api-chrome-content-script-patterns-for-japanese-e-commerce-13k8","https://dev.to/ktg0215/scraping-prices-without-an-api-chrome-content-script-patterns-for-japanese-e-commerce-13k8","2026-06-24T16:22:13.556Z","",16,2,1,4,{"total":16,"average_read_time_in_seconds":63,"total_read_time_in_seconds":1008},{"total":3,"like":2,"readinglist":1,"unicorn":0,"exploding_head":0,"raised_hands":0,"fire":0,"unique_reactors":2},"0.1(10), dev.to(2)","2026-07-06"
3960060,"Browser Scroll Restoration Is Broken on SPAs. Here's How a Chrome Extension Fixes It.","browser-scroll-restoration-is-broken-on-spas-heres-how-a-chrome-extension-fixes-it-578p","https://dev.to/ktg0215/browser-scroll-restoration-is-broken-on-spas-heres-how-a-chrome-extension-fixes-it-578p","2026-06-22T06:45:33.869Z","",31,1,0,4,{"total":31,"average_read_time_in_seconds":15,"total_read_time_in_seconds":465},{"total":1,"like":1,"readinglist":0,"unicorn":0,"exploding_head":0,"raised_hands":0,"fire":0,"unique_reactors":1},"(30), dev.to(1)","2026-07-06"
3960038,"5 Cookie Tricks for Debugging Auth Issues in Chrome (No More Creating Test Accounts)","5-cookie-tricks-for-debugging-auth-issues-in-chrome-no-more-creating-test-accounts-43b5","https://dev.to/ktg0215/5-cookie-tricks-for-debugging-auth-issues-in-chrome-no-more-creating-test-accounts-43b5","2026-06-22T06:42:49.045Z","",28,3,0,4,{"total":28,"average_read_time_in_seconds":36,"total_read_time_in_seconds":1008},{"total":3,"like":3,"readinglist":0,"unicorn":0,"exploding_head":0,"raised_hands":0,"fire":0,"unique_reactors":3},"dev.to(12)","2026-07-06"
3956606,"Browser Scroll Restoration Is Broken on SPAs. Here's How a Chrome Extension Fixes It.","browser-scroll-restoration-is-broken-on-spas-heres-how-a-chrome-extension-fixes-it-53j5","https://dev.to/ktg0215/browser-scroll-restoration-is-broken-on-spas-heres-how-a-chrome-extension-fixes-it-53j5","2026-06-21T15:54:21.030Z","",20,0,0,4,{"total":20,"average_read_time_in_seconds":0,"total_read_time_in_seconds":0},{"total":0,"like":0,"readinglist":0,"unicorn":0,"exploding_head":0,"raised_hands":0,"fire":0,"unique_reactors":0},"(20)","2026-07-06"
3956584,"5 Cookie Tricks for Debugging Auth Issues in Chrome (No More Creating Test Accounts)","5-cookie-tricks-for-debugging-auth-issues-in-chrome-no-more-creating-test-accounts-1ol3","https://dev.to/ktg0215/5-cookie-tricks-for-debugging-auth-issues-in-chrome-no-more-creating-test-accounts-1ol3","2026-06-21T15:51:36.814Z","",46,0,0,4,{"total":46,"average_read_time_in_seconds":455,"total_read_time_in_seconds":20930},{"total":0,"like":0,"readinglist":0,"unicorn":0,"exploding_head":0,"raised_hands":0,"fire":0,"unique_reactors":0},"(45), inoreader.com(1)","2026-07-06"
3949948,"5 Cookie Tricks for Debugging Auth Issues in Chrome (No More Creating Test Accounts)","5-cookie-tricks-for-debugging-auth-issues-in-chrome-no-more-creating-test-accounts-oi4","https://dev.to/ktg0215/5-cookie-tricks-for-debugging-auth-issues-in-chrome-no-more-creating-test-accounts-oi4","2026-06-20T15:45:37.081Z","",12,0,0,4,{"total":12,"average_read_time_in_seconds":30,"total_read_time_in_seconds":360},{"total":0,"like":0,"readinglist":0,"unicorn":0,"exploding_head":0,"raised_hands":0,"fire":0,"unique_reactors":0},"(12)","2026-07-06"
3941959,"5 Cookie Tricks for Debugging Auth Issues in Chrome (No More Creating Test Accounts)","5-cookie-tricks-for-debugging-auth-issues-in-chrome-no-more-creating-test-accounts-h26","https://dev.to/ktg0215/5-cookie-tricks-for-debugging-auth-issues-in-chrome-no-more-creating-test-accounts-h26","2026-06-19T16:31:57.370Z","",19,0,0,4,{"total":19,"average_read_time_in_seconds":63,"total_read_time_in_seconds":1197},{"total":0,"like":0,"readinglist":0,"unicorn":0,"exploding_head":0,"raised_hands":0,"fire":0,"unique_reactors":0},"instagram.com(10)","2026-07-06"
3918164,"I Built a Clipboard History Extension. chrome.storage Hit Its Limit. Here's What I Learned.","i-built-a-clipboard-history-extension-chromestorage-hit-its-limit-heres-what-i-learned-4o6g","https://dev.to/ktg0215/i-built-a-clipboard-history-extension-chromestorage-hit-its-limit-heres-what-i-learned-4o6g","2026-06-17T16:54:24.542Z","",0,0,0,5,{"total":0,"average_read_time_in_seconds":0,"total_read_time_in_seconds":0},{"total":0,"like":0,"readinglist":0,"unicorn":0,"exploding_head":0,"raised_hands":0,"fire":0,"unique_reactors":0},"","2026-07-06"
3527737,"Auto-Block Focus Time in Google Calendar — Building a Schedule-Based Chrome Extension","auto-block-focus-time-in-google-calendar-building-a-schedule-based-chrome-extension-4h1d","https://dev.to/ktg0215/auto-block-focus-time-in-google-calendar-building-a-schedule-based-chrome-extension-4h1d","2026-06-16T18:29:36.869Z","",22,0,0,3,{"total":22,"average_read_time_in_seconds":23,"total_read_time_in_seconds":506},{"total":0,"like":0,"readinglist":0,"unicorn":0,"exploding_head":0,"raised_hands":0,"fire":0,"unique_reactors":0},"(22)","2026-07-06"
3532587,"I Built a Visa Requirement Overlay for Google Flights — Here's How the Chrome Extension Works","i-built-a-visa-requirement-overlay-for-google-flights-heres-how-the-chrome-extension-works-20o7","https://dev.to/ktg0215/i-built-a-visa-requirement-overlay-for-google-flights-heres-how-the-chrome-extension-works-20o7","2026-06-09T16:32:24.709Z","",28,0,0,3,{"total":28,"average_read_time_in_seconds":248,"total_read_time_in_seconds":6944},{"total":0,"like":0,"readinglist":0,"unicorn":0,"exploding_head":0,"raised_hands":0,"fire":0,"unique_reactors":0},"(20), newsblur.com(8)","2026-07-06"
